code14,name14,prov14,unit,name_carto,code24,code24_commune,name24,label04,idh04,src04
06.181.03.11.,Sidi Ali Ben Hamdouche,El Jadida,06.181.03.11.,Sidi Ali Ben  Hamdouche,61810311,61810311,Commune de Sidi Ali Ben Hamdouche,El Jadida Sidi Ali Ben Hamdouche (AC),0.629,direct
06.181.05.01.,My Abdellah,El Jadida,06.181.05.01.,My Abdellah,61810501,61810501,Commune de My Abdellah,El Jadida Moulay Abdellah (AC),0.671,fuzzy
06.181.05.03.,Oulad Aissa,El Jadida,06.181.05.03.,Oulad Aissa,61810503,61810503,Commune d'Oulad Aissa,El-Jadida Oulad Aissa,0.478,direct
06.181.05.05.,Ouled Ghanem,El Jadida,06.181.05.05.,Ouled Ghanem,61810505,61810505,Commune d'Ouled Ghanem,El-Jadida Oulad Ghanem,0.523,fuzzy
06.181.05.07.,Ouled Hcine,El Jadida,06.181.05.07.,Ouled Hcine,61810507,61810507,Commune d'Ouled Hcine,El-Jadida Oulad Hcine,0.402,fuzzy
06.181.05.09.,Sidi Abed,El Jadida,06.181.05.09.,Sidi Abed,61810509,61810509,Commune de Sidi Abed,El-Jadida Sidi Abed,0.508,direct
06.181.05.11.,Sidi M'Hamed Akhdim,El Jadida,06.181.05.11.,Sidi M'Hamed  Akhdim,61810511,61810511,Commune de Sidi M'hamed Akhdim,El-Jadida Sidi M'Hamed Akhdim,0.497,direct
06.181.07.03.,Haouzia,El Jadida,06.181.07.03.,Haouzia,61810703,61810703,Commune de Haouzia,El Jadida Haouzia,0.53,direct
06.181.07.09.,Oulad Rahmoune,El Jadida,06.181.07.09.,Oulad Rahmoune,61810709,61810709,Commune d'Oulad Rahmoune,El-Jadida Oulad Rahmoune,0.459,direct
06.181.09.01.,Boulaouane,El Jadida,06.181.09.01.,Boulaouane,61810901,61810901,Commune de Boulaouane,El-Jadida Boulaouane,0.573,direct
06.181.09.03.,Chaibate,El Jadida,06.181.09.03.,Chaibate,61810903,61810903,Commune de Chaibate,El-Jadida Chaibate,0.504,direct
06.181.09.05.,Mettouh,El Jadida,06.181.09.05.,Mettouh,61810905,61810905,Commune de Mettouh,El-Jadida Mettouh,0.529,direct
06.181.09.07.,Mogress,El Jadida,06.181.09.07.,Mogress,61810907,61810907,Commune de Mogress,El-Jadida Mogress,0.476,direct
06.181.09.09.,Oulad Hamdane,El Jadida,06.181.09.09.,Oulad Hamdane,61810909,61810909,Commune d'Oulad Hamdane,El-Jadida Oulad Hamdane,0.436,direct
06.181.09.11.,Oulad Sidi Ali Ben Youssef,El Jadida,06.181.09.11.,Oulad Sidi Ali  Ben Youssef,61810911,61810911,Commune d'Oulad Sidi Ali Ben Youssef,El-Jadida Oulad Sidi Ali Ben Yousse,0.485,fuzzy
06.181.09.13.,Ouled Frej,El Jadida,06.181.09.13.,Ouled Frej,61810913,61810913,Commune d'Ouled Frej,El-Jadida Oulad Frej,0.522,fuzzy
06.181.09.15.,Sebt Saiss,El Jadida,06.181.09.15.,Sebt Saiss,61810915,61810915,Commune de Sebt Saiss,El-Jadida Sebt Saiss,0.53,direct
06.181.09.17.,Si Hsaien Ben Abderrahmane,El Jadida,06.181.09.17.,Si Hsaien Ben Abderrahmane,61810917,61810917,Commune de Si Hsaien Ben Abderrahmane,El-Jadida Si Hsaien Ben Abderrahman,0.538,fuzzy
06.181.09.19.,Sidi Smail,El Jadida,06.181.09.19.,Sidi Smail,61810919,61810919,Commune de Sidi Smail,El-Jadida Sidi Smail,0.525,direct
06.181.09.21.,Zaouiat Saiss,El Jadida,06.181.09.21.,Zaouiat Saiss,61810921,61810921,Commune de Zaouiat Saiss,El-Jadida Zaouiat Saiss,0.512,direct
06.181.09.23.,Zaouiat Lakouacem,El Jadida,06.181.09.23.,Zaouiat Lakouacem,61810923,61810923,Commune de Zaouiat Lakouacem,El-Jadida Zaouiat Lakouacem,0.483,direct
06.355.01.01.,Lahraouyine (Mun.),Médiouna,06.355.01.01.,Lahraouyine (M),63550101,63550101,Commune de Lahraouyine,Médiouna Lahraouyine (AC),0.626,direct
06.355.01.03.,Mediouna (Mun.),Médiouna,06.355.01.03.,Mediouna (M),63550103,63550103,Commune de Mediouna,Mediouna Mediouna (M),0.692,direct
06.355.01.05.,Tit Mellil (Mun.),Médiouna,06.355.01.05.,Tit Mellil (M),63550105,63550105,Commune de Tit Mellil,Mediouna Tit Mellil (M),0.708,direct
06.355.03.01.,Al Majjatia Oulad Taleb,Médiouna,06.355.03.01.,Almajjatia Oulad Taleb,63550107,63550107,Commune d'Almajjatia Oulad Taleb,Mediouna Al Majjatia Oulad Taleb,0.662,direct
06.355.03.05.,Sidi Hajjaj Oued Hassar,Médiouna,06.355.03.05.,Sidi Hajjaj Oued Hassar,63550109,63550109,Commune de Sidi Hajjaj Oued Hassar,Mediouna Sidi Hajjaj Oued Hassar,0.644,direct
06.371.01.01.,Mohammadia (Mun.),Mohammadia,06.371.01.01.,Mohammadia (M),63710101,63710101,Commune de Mohammadia,Mohammedia Mohammedia (M),0.74,fuzzy
06.371.01.03.,Ain Harrouda (Mun.),Mohammadia,06.371.01.03.,Ain Harrouda(M),63710103,63710103,Commune d'Ain Harrouda,Mohammedia Ain Harrouda(M),0.688,direct
06.371.03.01.,Bni Yakhlef,Mohammadia,06.371.03.01.,Bni Yakhlef,63710105,63710105,Commune de Bni Yakhlef,Mohammedia Bni Yakhlef,0.627,direct
06.371.03.03.,Ech-challalate,Mohammadia,06.371.03.03.,Ech-challalate,63710107,63710107,Commune d'Ech-challalate,Mohammedia Ech-challalate,0.668,direct
06.371.03.05.,Sidi Moussa Ben Ali,Mohammadia,06.371.03.05.,Sidi Moussa Ben Ali,63710305,63710305,Commune de Sidi Moussa Ben Ali,Mohammedia Sidi Moussa Ben Ali,0.637,direct
06.371.03.07.,Sidi Moussa Majdoub,Mohammadia,06.371.03.07.,,63710307,63710307,Commune de Sidi Moussa El Majdoub,Mohammedia Sidi Moussa Majdoub,0.643,direct
06.385.01.01.,Bouskoura (Mun.),Nouaceur,06.385.01.01.,Bouskoura (M),63850101,63850101,Commune de Bouskoura,Nouaceur Bouskoura,0.665,direct
06.385.01.02.,Dar Bouazza (Mun.),Nouaceur,06.385.01.02.,Dar Bouazza (M),63850102,63850102,Commune de Dar Bouazza,Nouaceur Dar Bouazza,0.643,direct
06.385.01.03.,Nouaceur (Mun.),Nouaceur,06.385.01.03.,Nouaceur (M),63850103,63850103,Commune de Nouaceur,Nouaceur Nouaceur (M),0.704,direct
06.385.03.03.,Oulad Azzouz,Nouaceur,06.385.03.03.,Oulad Azzouz,63850107,63850107,Commune d'Oulad Azzouz,,,
06.385.03.05.,Oulad Salah,Nouaceur,06.385.03.05.,,63850105,63850105,Commune d'Ouled Salah,Nouaceur Oulad Salah,0.656,direct
06.461.01.01.,Ben Ahmed (Mun.),Settat,06.461.01.01.,Ben Ahmed (M),64610101,64610101,Commune de Ben Ahmed,Settat Ben Ahmed (M),0.704,direct
06.461.01.05.,El Borouj (Mun.),Settat,06.461.01.05.,El Borouj (M),64610105,64610105,Commune d'El Borouj,Settat El Borouj (M),0.635,direct
06.461.01.09.,Loulad (Mun.),Settat,06.461.01.09.,Loulad (M),64610109,64610109,Commune de Loulad,Settat Loulad (M),0.603,direct
06.461.01.13.,Oulad M'Rah (Mun.),Settat,06.461.01.13.,Oulad M'Rah (M),64610113,64610113,Commune d'Oulad M'rah,Settat Oulad M'Rah (M),0.685,direct
06.461.01.15.,Settat (Mun.),Settat,06.461.01.15.,Settat (M),64610115,64610115,Commune de Settat,Settat Settat (M),0.713,direct
06.461.03.02.,Ain Dorbane-Lahlaf,Settat,06.461.03.02.,Ain Dorbane- Lahlaf,64611102,64611102,Commune d'Ain Dorbane-Lahlaf,Settat Ain Dorbane,0.583,fuzzy
06.461.03.03.,Bouguargouh,Settat,06.461.03.03.,Bouguargouh,64611103,64611103,Commune de Bouguargouh,Settat Bouguargouh,0.516,direct
06.461.03.07.,Lakhzazra,Settat,06.461.03.07.,Lakhzazra,64611107,64611107,Commune de Lakhzazra,Settat Lakhzazra,0.507,direct
06.461.03.09.,Mniaa,Settat,06.461.03.09.,Mniaa,64611309,64611309,Commune de Mniaa,Settat Mniaa,0.525,direct
06.461.03.11.,Mrizigue,Settat,06.461.03.11.,Mrizigue,64611311,64611311,Commune de Mrizigue,Settat Mrizigue,0.532,direct
06.461.03.13.,M'Garto,Settat,06.461.03.13.,M'Garto,64611113,64611113,Commune de M'garto,Settat M'Garto,0.565,direct
06.461.03.15.,N'Khila,Settat,06.461.03.15.,N'Khila,64611115,64611115,Commune de N'khila,Settat N'Khila,0.528,direct
06.461.03.17.,Oued Naanaa,Settat,06.461.03.17.,Oued Naanaa,64611317,64611317,Commune d'Oued Naanaa,Settat Oued Naanaa,0.598,direct
06.461.03.19.,Oulad Chbana,Settat,06.461.03.19.,Oulad Chbana,64611319,64611319,Commune d'Oulad Chbana,Settat Oulad Chbana,0.484,direct
06.461.03.21.,Oulad Fares,Settat,06.461.03.21.,Oulad Fares,64611321,64611321,Commune d'Oulad Fares,Settat Oulad Fares,0.553,direct
06.461.03.23.,Oulad M'Hamed,Settat,06.461.03.23.,,64611123,64611123,Commune d'Ouled M'hamed,Settat Oulad M'Hamed,0.458,direct
06.461.03.25.,Ras El Ain Chaouia,Settat,06.461.03.25.,Ras El Ain Chaouia,64611325,64611325,Commune de Ras El Ain Chaouia,Settat Ras El Ain Chaouia,0.532,direct
06.461.03.27.,Sgamna,Settat,06.461.03.27.,Sgamna,64611327,64611327,Commune de Sgamna,Settat Sgamna,0.485,direct
06.461.03.29.,Sidi Abdelkrim,Settat,06.461.03.29.,Sidi Abdelkrim,64611129,64611129,Commune de Sidi Abdelkrim,Settat Sidi Abdelkrim,0.554,direct
06.461.03.31.,Sidi Dahbi,Settat,06.461.03.31.,Sidi Dahbi,64611131,64611131,Commune de Sidi Dahbi,Settat Sidi Dahbi,0.592,direct
06.461.03.33.,Sidi Hajjaj,Settat,06.461.03.33.,Sidi Hajjaj,64611333,64611333,Commune de Sidi Hajjaj,Settat Sidi Hajjaj,0.526,direct
06.461.07.01.,Ain Blal,Settat,06.461.07.01.,Ain Blal,64610701,64610701,Commune d'Ain Blal,Settat Ain Blal,0.536,direct
06.461.07.03.,Bni Khloug,Settat,06.461.07.03.,Bni Khloug,64610703,64610703,Commune de Bni Khloug,Settat Bni Khloug,0.561,direct
06.461.07.05.,Dar Chaffai,Settat,06.461.07.05.,Dar Chaffai,64610705,64610705,Commune de Dar Chaffai,Settat Dar Chaffai,0.48,direct
06.461.07.07.,Laqraqra,Settat,06.461.07.07.,Laqraqra,64610707,64610707,Commune de Laqraqra,Settat Laqraqra,0.501,direct
06.461.07.09.,Meskoura,Settat,06.461.07.09.,Meskoura,64610709,64610709,Commune de Meskoura,Settat Meskoura,0.515,direct
06.461.07.11.,Oulad Amer,Settat,06.461.07.11.,Oulad Amer,64610711,64610711,Commune d'Oulad Amer,Settat Oulad Amer,0.5,direct
06.461.07.13.,Oulad Bouali Nouaja,Settat,06.461.07.13.,Oulad Bouali Nouaja,64610713,64610713,Commune d'Oulad Bouali Nouaja,Settat Oulad Bouali Nouaja,0.533,direct
06.461.07.15.,Oulad Fares El Halla,Settat,06.461.07.15.,Oulad Fares El Halla,64610715,64610715,Commune d'Oulad Fares El Halla,Settat Oulad Fares El Halla,0.543,direct
06.461.07.17.,Oulad Freiha,Settat,06.461.07.17.,Oulad Freiha,64610717,64610717,Commune d'Oulad Freiha,Settat Oulad Freiha,0.481,direct
06.461.07.19.,Sidi Ahmed El Khadir,Settat,06.461.07.19.,Sidi Ahmed El Khadir,64610719,64610719,Commune de Sidi Ahmed El Khadir,Settat Sidi Ahmed El Khadir,0.554,direct
06.461.07.21.,Sidi Boumehdi,Settat,06.461.07.21.,Sidi Boumehdi,64610721,64610721,Commune de Sidi Boumehdi,Settat Sidi Boumehdi,0.583,direct
06.461.09.03.,Bni Yagrine,Settat,06.461.09.03.,Bni Yagrine,64611703,64611703,Commune de Bni Yagrine,Settat Bni Yagrine,0.44,direct
06.461.09.05.,Gdana,Settat,06.461.09.05.,Gdana,64611505,64611505,Commune de Gdana,Settat Gdana,0.556,direct
06.461.09.07.,Guisser,Settat,06.461.09.07.,Guisser,64611707,64611707,Commune de Guisser,Settat Guisser,0.573,direct
06.461.09.09.,Khemisset Chaouia,Settat,06.461.09.09.,Khemisset Chaouia,64611509,64611509,Commune de Khemisset Chaouia,Settat Khemisset Chaouia,0.571,direct
06.461.09.11.,Lahouaza,Settat,06.461.09.11.,Lahouaza,64611511,64611511,Commune de Lahouaza,Settat Lahouaza,0.563,direct
06.461.09.13.,Machraa Ben Abbou,Settat,06.461.09.13.,Machraa Ben Abbou,64611713,64611713,Commune de Machraa Ben Abbou,Settat Machraa Ben Abbou,0.516,direct
06.461.09.14.,Mzamza Janoubia,Settat,06.461.09.14.,Mzamza Janoubia,64611514,64611514,Commune de Mzamza Janoubia,,,
06.461.09.15.,Mzoura,Settat,06.461.09.15.,Mzoura,64611515,64611515,Commune de Mzoura,Settat Mzoura,0.54,direct
06.461.09.19.,Oulad Said,Settat,06.461.09.19.,Oulad Said,64611519,64611519,Commune d'Oulad Said,Settat Oulad Said (AC),0.632,direct
06.461.09.21.,Oulad Sghir,Settat,06.461.09.21.,Oulad Sghir,64611721,64611721,Commune d'Oulad Sghir,Settat Oulad Sghir,0.555,direct
06.461.09.23.,Rima,Settat,06.461.09.23.,Rima,64611723,64611723,Commune de Rima,Settat Rima,0.434,direct
06.461.09.25.,Sidi El Aidi,Settat,06.461.09.25.,Sidi El Aidi,64611525,64611525,Commune de Sidi El Aidi,Settat Sidi El Aidi,0.576,direct
06.461.09.27.,Sidi Mohammed Ben Rahal,Settat,06.461.09.27.,Sidi Mohammed  Ben Rahal,64611727,64611727,Commune de Sidi Mohammed Ben Rahal,Settat Sidi Mohammed Ben Rahal,0.559,direct
06.461.09.31.,Toualet,Settat,06.461.09.31.,Toualet,64611731,64611731,Commune de Toualet,Settat Toualet,0.537,direct
06.467.01.07.,Sidi Bennour (Mun.),Sidi Bennour,06.467.01.07.,Sidi Bennour (M),64670107,64670107,Commune de Sidi Bennour,El Jadida Sidi Bennour (M),0.692,direct
06.467.01.09.,Zemamra (Mun.),Sidi Bennour,06.467.01.09.,,64670109,64670109,Commune de Zmamra,El Jadida Zemamra (M),0.648,direct
06.467.07.01.,Bni Hilal,Sidi Bennour,06.467.07.01.,Bni Hilal,64670301,64670301,Commune de Bni Hilal,El Jadida Bni Hilal,0.522,direct
06.467.07.03.,Bni Tsiriss,Sidi Bennour,06.467.07.03.,Bni Tsiriss,64670303,64670303,Commune de Bni Tsiriss,El-Jadida Bni Tsiriss,0.48,direct
06.467.07.05.,Bouhmame,Sidi Bennour,06.467.07.05.,Bouhmame,64670705,64670705,Commune de Bouhmame,El Jadida Bouhmame,0.515,direct
06.467.07.07.,Jabria,Sidi Bennour,06.467.07.07.,Jabria,64670707,64670707,Commune de Jabria,El-Jadida Jabria,0.425,direct
06.467.07.09.,Khmis Ksiba,Sidi Bennour,06.467.07.09.,Khmis Ksiba,64670309,64670309,Commune de Khmis Ksiba,El-Jadida Khmis Ksiba,0.452,direct
06.467.07.11.,Koudiat Bni Dghough,Sidi Bennour,06.467.07.11.,Koudiat Bni Dghough,64670511,64670511,Commune de Koudiat Bni Dghough,El-Jadida Koudiat Bni Dghough,0.481,direct
06.467.07.13.,Kridid,Sidi Bennour,06.467.07.13.,Kridid,64670513,64670513,Commune de Kridid,El-Jadida Kridid,0.507,direct
06.467.07.15.,Laagagcha,Sidi Bennour,06.467.07.15.,Laagagcha,64670515,64670515,Commune de Laagagcha,El Jadida Laagagcha,0.536,direct
06.467.07.17.,Laamria,Sidi Bennour,06.467.07.17.,Laamria,64670317,64670317,Commune de Laamria,El-Jadida Laamria,0.524,direct
06.467.07.19.,Laaounate,Sidi Bennour,06.467.07.19.,Laaounate,64670319,64670319,Commune de Laaounate,El-Jadida Laaounate,0.541,direct
06.467.07.21.,Laatatra,Sidi Bennour,06.467.07.21.,Laatatra,64670721,64670721,Commune de Laatatra,El Jadida Laatatra,0.501,direct
06.467.07.23.,Lmechrek,Sidi Bennour,06.467.07.23.,Lmechrek,64670723,64670723,Commune de Lmechrek,El Jadida Lmechrek,0.518,direct
06.467.07.25.,Metrane,Sidi Bennour,06.467.07.25.,Metrane,64670325,64670325,Commune de Metrane,El-Jadida Metrane,0.469,direct
06.467.07.27.,M'Tal,Sidi Bennour,06.467.07.27.,M'Tal,64670727,64670727,Commune de M'tal,,,
06.467.07.29.,Oulad Amrane,Sidi Bennour,06.467.07.29.,Oulad Amrane,64670529,64670529,Commune d'Oulad Amrane,El-Jadida Oulad Amrane,0.495,direct
06.467.07.31.,Oulad Boussaken,Sidi Bennour,06.467.07.31.,Oulad Boussaken,64670331,64670331,Commune d'Oulad Boussaken,El-Jadida Oulad Boussaken,0.474,direct
06.467.07.33.,Oulad Si Bouhya,Sidi Bennour,06.467.07.33.,Oulad Si Bouhya,64670733,64670733,Commune d'Oulad Si Bouhya,El Jadida Oulad Si Bouhya,0.506,direct
06.467.07.35.,Tamda,Sidi Bennour,06.467.07.35.,Tamda,64670535,64670535,Commune de Tamda,El-Jadida Tamda,0.473,direct
06.467.11.01.,Laghnadra,Sidi Bennour,06.467.11.01.,Laghnadra,64671101,64671101,Commune de Laghnadra,El Jadida Laghnadra,0.541,direct
06.467.11.03.,Lgharbia,Sidi Bennour,06.467.11.03.,Lgharbia,64671103,64671103,Commune de Lgharbia,El Jadida Lgharbia,0.545,direct
06.467.11.05.,Loualidia,Sidi Bennour,06.467.11.05.,Loualidia,64670105,64670105,Commune de Loualidia,El-Jadida Loualidia,0.454,direct
06.467.11.07.,Oulad Sbaita,Sidi Bennour,06.467.11.07.,Oulad Sbaita,64671107,64671107,Commune d'Oulad Sbaita,El-Jadida Oulad Sbaita,0.517,direct
06.467.11.09.,Saniat Berguig,Sidi Bennour,06.467.11.09.,Saniat Berguig,64671109,64671109,Commune de Saniat Berguig,El-Jadida Saniat Berguig,0.526,direct
07.041.01.01.,Ait Ourir (Mun.),Al  Haouz,07.041.01.01.,Ait Ourir (M),70410101,70410101,Commune d'Ait Ourir,Al Haouz Ait Ourir (M),0.648,direct
07.041.01.03.,Amizmiz (Mun.),Al  Haouz,07.041.01.03.,Amizmiz  (M),70410103,70410103,Commune d'Amizmiz,Al Haouz Amizmiz,0.574,direct
07.041.01.09.,Tahannaout (Mun.),Al  Haouz,07.041.01.09.,Tahannaout (M),70410109,70410109,Commune de Tahannaout,Al Haouz Tahannaout,0.529,direct
07.041.03.05.,Ait Faska,Al  Haouz,07.041.03.05.,Ait Faska,70410305,70410305,Commune d'Ait Faska,Al Haouz Ait Faska,0.558,direct
07.041.03.09.,Ait Sidi Daoud,Al  Haouz,07.041.03.09.,Ait Sidi Daoud,70410309,70410309,Commune d'Ait Sidi Daoud,Al Haouz Ait Sidi Daoud,0.514,direct
07.041.03.11.,Ghmate,Al  Haouz,07.041.03.11.,Ghmate,70410311,70410311,Commune de Ghmate,Al Haouz Ghmate,0.493,direct
07.041.03.13.,Iguerferouane,Al  Haouz,07.041.03.13.,Iguerferouane,70410313,70410313,Commune d'Iguerferouane,Al Haouz Iguerferouane,0.411,direct
07.041.03.15.,Sidi Abdallah Ghiat,Al  Haouz,07.041.03.15.,,70410315,70410315,Commune de Sidi Abdellah Ghiat,Al Haouz Sidi Abdallah Ghiat,0.483,direct
07.041.03.19.,Tamazouzte,Al  Haouz,07.041.03.19.,Tamazouzte,70410319,70410319,Commune de Tamazouzte,Al Haouz Tamazouzte,0.504,direct
07.041.03.23.,Tidili Mesfioua,Al  Haouz,07.041.03.23.,Tidili Mesfioua,70410323,70410323,Commune de Tidili Mesfioua,Al Haouz Tidili Mesfioua,0.436,direct
07.041.05.01.,Amghras,Al  Haouz,07.041.05.01.,Amghras,70410501,70410501,Commune d'Amghras,Al Haouz Amghras,0.427,direct
07.041.05.05.,Anougal,Al  Haouz,07.041.05.05.,Anougal,70410505,70410505,Commune d'Anougal,Al Haouz Anougal,0.356,direct
07.041.05.07.,Azgour,Al  Haouz,07.041.05.07.,Azgour,70410507,70410507,Commune d'Azgour,Al Haouz Azgour,0.481,direct
07.041.05.09.,Dar Jamaa,Al  Haouz,07.041.05.09.,Dar Jamaa,70410509,70410509,Commune de Dar Jamaa,Al Haouz Dar Jamaa,0.438,direct
07.041.05.11.,Lalla Takarkoust,Al  Haouz,07.041.05.11.,Lalla Takarkoust,70410511,70410511,Commune de Lalla Takarkoust,Al Haouz Lalla Takarkoust,0.503,direct
07.041.05.13.,Ouazguita,Al  Haouz,07.041.05.13.,Ouazguita,70410513,70410513,Commune d'Ouazguita,Al Haouz Ouazguita,0.402,direct
07.041.05.15.,Oulad Mtaa,Al  Haouz,07.041.05.15.,Oulad Mtaa,70410515,70410515,Commune d'Oulad Mtaa,Al Haouz Oulad Mtaa,0.598,direct
07.041.05.17.,Sidi Badhaj,Al  Haouz,07.041.05.17.,Sidi Badhaj,70410517,70410517,Commune de Sidi Badhaj,Al Haouz Sidi Badhaj,0.517,direct
07.041.05.19.,Tizguine,Al  Haouz,07.041.05.19.,Tizguine,70410519,70410519,Commune de Tizguine,Al Haouz Tizguine,0.57,direct
07.041.07.01.,Aghbar,Al  Haouz,07.041.07.01.,Aghbar,70410701,70410701,Commune d'Aghbar,Al Haouz Aghbar,0.347,direct
07.041.07.03.,Asni,Al  Haouz,07.041.07.03.,Asni,70410703,70410703,Commune d'Asni,Al Haouz Asni,0.517,direct
07.041.07.05.,Ighil,Al  Haouz,07.041.07.05.,Ighil,70410705,70410705,Commune d'Ighil,Al Haouz Ighil,0.365,direct
07.041.07.07.,Ijoukak,Al  Haouz,07.041.07.07.,Ijoukak,70410707,70410707,Commune d'Ijoukak,Al Haouz Ijoukak,0.434,direct
07.041.07.09.,Imgdal,Al  Haouz,07.041.07.09.,Imgdal,70410709,70410709,Commune d'Imgdal,Al Haouz Imgdal,0.432,direct
07.041.07.11.,Ouirgane,Al  Haouz,07.041.07.11.,Ouirgane,70410711,70410711,Commune d'Ouirgane,Al Haouz Ouirgane,0.501,direct
07.041.07.13.,Talat N'Yaaqoub,Al  Haouz,07.041.07.13.,Talat N'Yaaqoub,70410713,70410713,Commune de Talat N'yaaqoub,Al Haouz Talat N'Yaaqoub,0.536,direct
07.041.09.01.,Moulay Brahim,Al  Haouz,07.041.09.01.,Moulay Brahim,70410901,70410901,Commune de Moulay Brahim,Al Haouz Moulay Brahim,0.44,direct
07.041.09.03.,Oukaimden,Al  Haouz,07.041.09.03.,Oukaimden,70410903,70410903,Commune d'Oukaimden,Al Haouz Oukaimden,0.437,direct
07.041.09.05.,Ourika,Al  Haouz,07.041.09.05.,Ourika,70410905,70410905,Commune d'Ourika,Al Haouz Ourika,0.552,direct
07.041.09.07.,Sti Fadma,Al  Haouz,07.041.09.07.,Sti Fadma,70410907,70410907,Commune de Sti Fadma,Al Haouz Sti Fadma,0.398,direct
07.041.09.11.,Tameslohte,Al  Haouz,07.041.09.11.,Tameslohte,70410911,70410911,Commune de Tameslohte,Al Haouz Tameslohte,0.541,direct
07.041.09.13.,Aghouatim,Al  Haouz,07.041.09.13.,Aghouatim,70410913,70410913,Commune d'Aghouatim,,,
07.041.11.01.,Abadou,Al  Haouz,07.041.11.01.,Abadou,70411101,70411101,Commune d'Abadou,Al Haouz Abadou,0.502,direct
07.041.11.03.,Ait Aadel,Al  Haouz,07.041.11.03.,Ait Aadel,70411103,70411103,Commune d'Ait Aadel,Al Haouz Ait Aadel,0.411,direct
07.041.11.07.,Ait Hkim-Ait Yzid,Al  Haouz,07.041.11.07.,Ait Hkim-Ait Yzid,70411107,70411107,Commune d'Ait Hkim-Ait Yzid,Al Haouz Ait Hkim Ait Yzid,0.429,direct
07.041.11.17.,Tamaguert,Al  Haouz,07.041.11.17.,Tamaguert,70411117,70411117,Commune de Tamaguert,Al Haouz Tamaguert,0.5,direct
07.041.11.21.,Tazart,Al  Haouz,07.041.11.21.,Tazart,70411121,70411121,Commune de Tazart,Al Haouz Tazart,0.461,direct
07.041.11.25.,Tighedouine,Al  Haouz,07.041.11.25.,Tighedouine,70411125,70411125,Commune de Tighedouine,Al Haouz Tighedouine,0.407,direct
07.041.11.27.,Touama,Al  Haouz,07.041.11.27.,Touama,70411127,70411127,Commune de Touama,Al Haouz Touama,0.531,direct
07.041.11.29.,Zerkten,Al  Haouz,07.041.11.29.,Zerkten,70411129,70411129,Commune de Zerkten,Al Haouz Zerkten,0.417,direct
07.161.01.01.,Chichaoua (Mun.),Chichaoua,07.161.01.01.,Chichaoua (M),71610101,71610101,Commune de Chichaoua,Chichaoua Chichaoua (M),0.661,direct
07.161.01.03.,Imintanoute (Mun.),Chichaoua,07.161.01.03.,Imintanoute (M),71610103,71610103,Commune d'Imintanoute,Chichaoua Imintanoute (M),0.639,direct
07.161.03.01.,Ahdil,Chichaoua,07.161.03.01.,Ahdil,71610301,71610301,Commune d'Ahdil,Chichaoua Ahdil,0.492,direct
07.161.03.03.,Ait Hadi,Chichaoua,07.161.03.03.,Ait Hadi,71610303,71610303,Commune d'Ait Hadi,Chichaoua Ait Hadi,0.543,direct
07.161.03.05.,Lamzoudia,Chichaoua,07.161.03.05.,Lamzoudia,71610305,71610305,Commune de Lamzoudia,Chichaoua Lamzoudia,0.493,direct
07.161.03.07.,Oulad Moumna,Chichaoua,07.161.03.07.,Oulad Moumna,71610307,71610307,Commune d'Oulad Moumna,Chichaoua Oulad Moumna,0.457,direct
07.161.03.09.,Saidate,Chichaoua,07.161.03.09.,Saidate,71610309,71610309,Commune de Saidate,Chichaoua Saidate,0.468,direct
07.161.03.11.,Sid L'Mokhtar,Chichaoua,07.161.03.11.,Sid L'Mokhtar,71610311,71610311,Commune de Sid L'mokhtar,Chichaoua Sid L'Mokhtar,0.536,direct
07.161.03.13.,Sidi Bouzid Arragragui,Chichaoua,07.161.03.13.,Sidi Bouzid Arragragui,71610313,71610313,Commune de Sidi Bouzid Arragragui,Chichaoua Sidi Bouzid Arragragui,0.555,direct
07.161.03.15.,Sidi M'Hamed Dalil,Chichaoua,07.161.03.15.,Sidi M'Hamed Dalil,71610315,71610315,Commune de Sidi M'hamed Dalil,Chichaoua Sidi M'Hamed Dalil,0.415,direct
07.161.05.01.,Afalla Issen,Chichaoua,07.161.05.01.,Afalla Issen,71610501,71610501,Commune d'Afalla Issen,Chichaoua Afalla Issen,0.397,direct
07.161.05.03.,Ain Tazitounte,Chichaoua,07.161.05.03.,Ain Tazitounte,71610503,71610503,Commune d'Ain Tazitounte,Chichaoua Ain Tazitounte,0.441,direct
07.161.05.05.,Ait Haddou Youssef,Chichaoua,07.161.05.05.,Ait Haddou Youssef,71610505,71610505,Commune d'Ait Haddou Youssef,Chichaoua Ait Haddou Youssef,0.408,direct
07.161.05.07.,Irohalen,Chichaoua,07.161.05.07.,Irohalen,71610507,71610507,Commune d'Irohalen,Chichaoua Irohalen,0.406,direct
07.161.05.09.,Lalla Aaziza,Chichaoua,07.161.05.09.,Lalla Aaziza,71610509,71610509,Commune de Lalla Aaziza,Chichaoua Lalla Aaziza,0.377,direct
07.161.05.11.,Nfifa,Chichaoua,07.161.05.11.,Nfifa,71610511,71610511,Commune de Nfifa,Chichaoua Nfifa,0.512,direct
07.161.05.13.,Ouad L'bour,Chichaoua,07.161.05.13.,Ouad L'bour,71610513,71610513,Commune d'Ouad L'bour,Chichaoua Oued L'bour,0.526,fuzzy
07.161.05.15.,Sidi Ghanem,Chichaoua,07.161.05.15.,Sidi Ghanem,71610515,71610515,Commune de Sidi Ghanem,Chichaoua Sidi Ghanem,0.4,direct
