unit,name14,prov14,geonameid,qid,km,flag,chosen,decided_by
05.091.07.07.,Dir El Ksiba,Béni Mellal,6546052,Q12212322,11.0,False,geonames,agree
05.091.07.11.,Naour,Béni Mellal,6546413,Q6964757,3.91,False,geonames,agree
05.091.07.13.,Taghzirt,Béni Mellal,6546830,Q12202060,1.8,False,geonames,agree
05.091.07.15.,Tanougha,Béni Mellal,6545819,Q12202042,6.68,False,geonames,agree
05.091.11.05.,Ouled Said L'Oued,Béni Mellal,11911901,Q7110423,5.41,False,geonames,agree
05.091.11.07.,Semguet,Béni Mellal,6545418,Q7449253,5.35,False,geonames,agree
05.255.01.05.,Fquih Ben Salah (Mun.),Fquih Ben Salah,6546410,Q2895854,0.66,False,geonames,agree
05.255.01.11.,Souk Sebt Ouled Nemma (Mun.),Fquih Ben Salah,11881764,Q2616240,1.01,False,geonames,agree
05.255.05.09.,Ouled Zmam,Fquih Ben Salah,11911980,Q7110434,10.67,False,geonames,agree
05.255.05.11.,Sidi Aissa Ben Ali,Fquih Ben Salah,6546828,Q12217709,1.37,False,geonames,agree
05.255.05.13.,Sidi Hammadi,Fquih Ben Salah,6546118,Q12217651,0.0,False,geonames,agree
05.255.09.03.,Bni Chegdale,Fquih Ben Salah,6546832,Q12199532,2.27,False,geonames,agree
05.255.09.05.,Bni Oukil,Fquih Ben Salah,11911976,Q12199675,6.62,False,geonames,agree
05.255.09.07.,Bradia,Fquih Ben Salah,11911979,Q2923477,6.1,False,geonames,agree
05.255.09.09.,Hel Merbaa,Fquih Ben Salah,6546833,Q12195296,4.0,False,geonames,agree
05.255.09.11.,Krifate,Fquih Ben Salah,6546119,Q12234875,4.28,False,geonames,agree
05.255.11.01.,Dar Ould Zidouh,Fquih Ben Salah,11911981,Q3015955,1.25,False,geonames,agree
05.255.11.03.,Had Boumoussa,Fquih Ben Salah,6546412,Q12178395,5.27,False,geonames,agree
05.255.11.07.,Ouled Nacer,Fquih Ben Salah,11911983,Q7110418,1.25,False,geonames,agree
05.301.01.01.,Khenifra (Mun.),Khénifra,6546573,Q990115,0.63,False,geonames,agree
05.301.01.05.,M'Rirt (Mun.),Khénifra,6546574,Q2291564,0.17,False,geonames,agree
05.301.03.01.,Ait Ishaq,Khénifra,11911963,Q2876499,6.56,False,geonames,agree
05.301.03.03.,Ait Saadelli,Khénifra,6546575,Q16826399,3.14,False,geonames,agree
05.301.03.05.,El Kbab,Khénifra,11881772,Q3051316,6.79,False,geonames,agree
05.301.03.07.,Kerrouchen,Khénifra,6546236,Q3195491,1.01,False,geonames,agree
05.301.03.09.,Ouaoumana,Khénifra,6546093,Q3357931,2.84,False,geonames,agree
05.301.03.11.,Sidi Yahya Ou Saad,Khénifra,6546577,Q20390177,8.64,False,geonames,agree
05.301.03.13.,Tighassaline,Khénifra,6546324,Q3528320,16.72,False,geonames,agree
05.301.05.01.,Aguelmam Azegza,Khénifra,6545484,Q16826207,2.17,False,geonames,agree
05.301.05.05.,El Borj,Khénifra,6546959,Q12184357,1.85,False,geonames,agree
05.301.05.11.,Lehri,Khénifra,6546014,Q20394656,0.0,False,geonames,agree
05.301.05.13.,Moha Ou Hammou Zayani,Khénifra,11911959,Q17011331,4.02,False,geonames,agree
05.301.05.21.,Sidi Amar,Khénifra,6546327,Q17019262,4.33,False,geonames,agree
05.301.05.25.,Sidi Lamine,Khénifra,6545730,Q20390084,6.77,False,geonames,agree
05.301.07.03.,Aguelmous,Khénifra,6546325,Q2827329,0.99,False,geonames,agree
05.301.07.07.,El Hammam,Khénifra,11911956,Q20384841,8.61,False,geonames,agree
05.301.07.09.,Had Bouhssoussen,Khénifra,6546326,Q3125514,2.68,False,geonames,agree
05.301.07.15.,Moulay Bouazza,Khénifra,6546015,Q3325534,3.57,False,geonames,agree
05.301.07.17.,Oum Rabia,Khénifra,6546961,Q17013263,2.21,False,geonames,agree
05.301.07.19.,Sebt Ait Rahou,Khénifra,6546016,Q20381232,9.5,False,geonames,agree
05.301.07.23.,Sidi Hcine,Khénifra,6546962,Q20389772,3.58,False,geonames,agree
05.311.01.01.,Bejaad (Mun.),Khouribga,6546397,Q895029,0.81,False,geonames,agree
05.311.01.03.,Boujniba (Mun.),Khouribga,11881767,Q2921654,0.66,False,geonames,agree
05.311.01.05.,Hattane (Mun.),Khouribga,6546694,Q3128336,1.62,False,geonames,agree
05.311.01.07.,Khouribga (Mun.),Khouribga,6546695,Q595974,1.47,False,geonames,agree
05.311.01.09.,Oued Zem (Mun.),Khouribga,6545669,Q1724990,0.96,False,geonames,agree
05.311.03.01.,Ain Kaicher,Khouribga,6545594,Q12229146,3.31,False,geonames,agree
05.311.03.03.,Bni Bataou,Khouribga,6546927,Q12199428,4.21,False,geonames,agree
05.311.03.05.,Bni Zrantel,Khouribga,6545595,Q12199491,4.63,False,geonames,agree
05.311.03.07.,Boukhrisse,Khouribga,6545445,Q12199843,3.36,False,geonames,agree
05.311.03.09.,Chougrane,Khouribga,11911968,Q12219457,2.35,False,geonames,agree
05.311.03.11.,Oulad Gouaouch,Khouribga,6546696,Q12181295,1.65,False,geonames,agree
05.311.03.13.,Rouached,Khouribga,6546929,Q12187899,5.65,False,geonames,agree
05.311.03.15.,Tachraft,Khouribga,2532119,Q12202523,3.75,False,geonames,agree
05.311.05.01.,Bir Mezoui,Khouribga,6546697,Q12195491,4.93,False,geonames,agree
05.311.05.03.,Bni Ykhlef,Khouribga,6545430,Q12199685,6.28,False,geonames,agree
05.311.05.05.,Bulanouare,Khouribga,6546698,Q2921701,9.15,False,geonames,agree
05.311.05.07.,Lagfaf,Khouribga,6546699,Q12237945,2.33,False,geonames,agree
05.311.05.09.,El Foqra,Khouribga,6546700,Q12190990,1.98,False,geonames,agree
05.311.05.11.,M'Fassis,Khouribga,6546701,Q12244447,2.4,False,geonames,agree
05.311.05.13.,Oulad Abdoune,Khouribga,6545960,Q12181219,5.28,False,geonames,agree
05.311.05.15.,Oulad Azzouz,Khouribga,6546702,Q12181223,4.8,False,geonames,agree
05.311.07.01.,Ait Ammar,Khouribga,6546930,Q6539466,4.31,False,geonames,agree
05.311.07.03.,Bni Smir,Khouribga,11911970,Q12199519,3.09,False,geonames,agree
05.311.07.05.,Braksa,Khouribga,6546931,Q12237087,16.9,False,geonames,agree
05.311.07.07.,Kasbat Troch,Khouribga,6546704,Q12232933,0.67,False,geonames,agree
05.311.07.09.,Lagnadiz,Khouribga,6546932,Q27538761,5.19,False,geonames,agree
05.311.07.13.,Oulad Aissa,Khouribga,6546933,Q12181241,12.15,False,geonames,agree
05.311.07.15.,Oulad Boughadi,Khouribga,6546934,Q12181165,1.05,False,geonames,agree
05.311.07.17.,Oulad Fennane,Khouribga,6545972,Q12181255,13.44,False,geonames,agree
05.311.07.19.,Oulad Ftata,Khouribga,6545973,Q12181251,1.02,False,geonames,agree
06.111.01.01.,Benslimane (Mun.),Benslimane,6547048,Q1970952,0.47,False,geonames,agree
06.111.01.03.,Bouznika (Mun.),Benslimane,6546124,Q638967,5.3,False,geonames,agree
06.111.01.05.,El Mansouria (Mun.),Benslimane,11881434,Q5351554,3.21,False,geonames,agree
06.111.03.01.,Ahlaf,Benslimane,11912499,Q4695168,0.79,False,geonames,agree
06.111.03.03.,Ain Tizgha,Benslimane,6546905,Q12229075,1.54,False,geonames,agree
06.111.03.05.,Fdalate,Benslimane,11912501,Q4118513,9.1,False,geonames,agree
06.111.03.07.,Mellila,Benslimane,6545637,Q12245031,2.58,False,geonames,agree
06.111.03.11.,Moualine El Oued,Benslimane,6545862,Q6918850,1.27,False,geonames,agree
06.111.03.13.,Oulad Ali Toualaa,Benslimane,6545831,Q12181229,109.69,True,geonames,review
06.111.03.15.,Oulad Yahya Louta,Benslimane,6545863,Q7110432,2.53,False,geonames,agree
06.111.03.17.,Rdadna Oulad Malek,Benslimane,6545467,Q12187750,1.64,False,geonames,agree
06.111.03.19.,Ziaida,Benslimane,11912496,Q8071339,9.84,False,geonames,agree
06.111.05.01.,Bir Ennasr,Benslimane,6545479,Q12195472,0.84,False,geonames,agree
06.111.05.04.,Sidi Bettache,Benslimane,11912498,Q12217620,13.06,False,geonames,agree
06.111.05.05.,Charrate,Benslimane,11912497,Q12188834,1.24,False,geonames,agree
06.117.01.03.,Berrechid (Mun.),Berrechid,6546705,Q2191860,0.35,False,geonames,agree
06.117.01.05.,Deroua (Mun.),Berrechid,6546262,Q3023962,5.7,False,geonames,agree
06.117.01.07.,El Gara (Mun.),Berrechid,11881407,Q3049863,18.0,False,geonames,agree
06.117.01.11.,Oulad Abbou (Mun.),Berrechid,6546398,Q964975,1.75,False,geonames,agree
06.117.05.01.,Ben Maachou,Berrechid,6546716,Q6537760,8.03,False,geonames,agree
06.117.05.11.,Laghnimyine,Berrechid,6546717,Q6472109,2.54,False,geonames,agree
06.117.05.13.,Lahsasna,Berrechid,6546718,Q6473471,0.0,False,geonames,agree
06.117.05.25.,Sahel Oulad H'Riz,Berrechid,6546720,Q7399585,8.77,False,geonames,agree
06.117.05.27.,Sidi Abdelkhaleq,Berrechid,6546721,Q12217679,3.11,False,geonames,agree
06.117.05.29.,Sidi El Mekki,Berrechid,6546722,Q12217610,7.0,False,geonames,agree
06.117.05.33.,Soualem Trifiya,Berrechid,11912555,Q12217195,3.49,False,geonames,agree
06.117.08.05.,Foqra Oulad Aameur,Berrechid,6546265,Q12190991,1.44,False,geonames,agree
06.117.08.07.,Jaqma,Berrechid,11912517,Q6159370,5.67,False,geonames,agree
06.117.08.09.,Kasbat Ben Mchich,Berrechid,6546733,Q12232934,1.8,False,geonames,agree
06.117.08.17.,Lambarkiyine,Berrechid,6546734,Q6481078,3.99,False,geonames,agree
06.117.08.19.,Ouled Cebbah,Berrechid,6546735,Q12181214,5.22,False,geonames,agree
06.117.08.20.,Oulad Ziyane,Berrechid,11912520,Q25463412,12.22,False,geonames,agree
06.117.08.21.,Ouled Zidane,Berrechid,6546736,Q12181187,2.49,False,geonames,agree
06.117.08.23.,Riah,Berrechid,11912518,Q12213975,4.45,False,geonames,agree
06.181.01.01.,Azemmour (Mun.),El Jadida,11881414,Q178172,1.37,False,geonames,agree
06.181.01.03.,El Jadida (Mun.),El Jadida,6546786,Q219583,2.24,False,geonames,agree
06.181.01.05.,Lbir Jdid (Mun.),El Jadida,6546115,Q667275,1.07,False,geonames,agree
06.181.03.01.,Chtouka,El Jadida,11912557,Q12218399,1.31,False,geonames,agree
06.181.03.05.,Laghdira,El Jadida,6546864,Q6472090,4.06,False,geonames,agree
06.181.03.07.,Lamharza Essahel,El Jadida,6546790,Q6481811,6.1,False,geonames,agree
06.181.03.11.,Sidi Ali Ben Hamdouche,El Jadida,11912558,Q12217698,2.46,False,geonames,agree
06.181.05.03.,Oulad Aissa,El Jadida,11912566,Q12181242,2.72,False,geonames,agree
06.181.05.05.,Ouled Ghanem,El Jadida,6546794,Q17013245,6.26,False,geonames,agree
06.181.05.07.,Ouled Hcine,El Jadida,11912567,Q7110407,3.55,False,geonames,agree
06.181.05.09.,Sidi Abed,El Jadida,6546279,Q12217677,4.15,False,geonames,agree
06.181.05.11.,Sidi M'Hamed Akhdim,El Jadida,6545791,Q12217613,0.55,False,geonames,agree
06.181.07.03.,Haouzia,El Jadida,11912568,Q12209102,7.38,False,geonames,agree
06.181.07.09.,Oulad Rahmoune,El Jadida,11912559,Q7110422,7.99,False,geonames,agree
06.181.09.01.,Boulaouane,El Jadida,6546795,Q4949512,0.46,False,geonames,agree
06.181.09.03.,Chaibate,El Jadida,6546284,Q12218880,164.99,True,geonames,review
06.181.09.05.,Mettouh,El Jadida,6546796,Q12238743,2.01,False,geonames,agree
06.181.09.07.,Mogress,El Jadida,6546797,Q12246952,2.81,False,geonames,agree
06.181.09.09.,Oulad Hamdane,El Jadida,11912560,Q7110406,4.55,False,geonames,agree
06.181.09.13.,Ouled Frej,El Jadida,11912561,Q3358160,2.92,False,geonames,agree
06.181.09.15.,Sebt Saiss,El Jadida,6546010,Q7442829,0.46,False,geonames,agree
06.181.09.19.,Sidi Smail,El Jadida,11912563,Q3405481,5.02,False,geonames,agree
06.181.09.21.,Zaouiat Saiss,El Jadida,6546013,Q12214246,6.11,False,geonames,agree
06.181.09.23.,Zaouiat Lakouacem,El Jadida,6546800,Q12214261,3.93,False,geonames,agree
06.355.01.01.,Lahraouyine (Mun.),Médiouna,6546274,Q3078218,1.01,False,geonames,agree
06.355.01.03.,Mediouna (Mun.),Médiouna,11912507,Q2254188,1.13,False,geonames,agree
06.355.01.05.,Tit Mellil (Mun.),Médiouna,6546782,Q3529467,0.67,False,geonames,agree
06.355.03.01.,Al Majjatia Oulad Taleb,Médiouna,6545657,Q4704358,0.78,False,geonames,agree
06.355.03.05.,Sidi Hajjaj Oued Hassar,Médiouna,6545658,Q12217644,1.1,False,geonames,agree
06.371.01.01.,Mohammadia (Mun.),Mohammadia,11881738,Q647417,1.28,False,geonames,agree
06.371.01.03.,Ain Harrouda (Mun.),Mohammadia,6545528,Q1169351,4.42,False,geonames,agree
06.371.03.01.,Bni Yakhlef,Mohammadia,11912502,Q2895604,1.18,False,geonames,agree
06.371.03.05.,Sidi Moussa Ben Ali,Mohammadia,11912504,Q25454408,1.77,False,geonames,agree
06.371.03.07.,Sidi Moussa Majdoub,Mohammadia,6545677,Q3483271,2.7,False,geonames,agree
06.385.01.01.,Bouskoura (Mun.),Nouaceur,6546277,Q2294847,3.04,False,geonames,agree
06.385.01.02.,Dar Bouazza (Mun.),Nouaceur,6546784,Q12211296,2.61,False,geonames,agree
06.385.01.03.,Nouaceur (Mun.),Nouaceur,6545638,Q1876685,4.01,False,geonames,agree
06.385.03.03.,Oulad Azzouz,Nouaceur,12034991,Q25463413,2.8,False,geonames,agree
06.461.01.05.,El Borouj (Mun.),Settat,11881405,Q3049747,12.93,False,geonames,agree
06.461.01.09.,Loulad (Mun.),Settat,6546707,Q1650968,1.47,False,geonames,agree
06.461.01.13.,Oulad M'Rah (Mun.),Settat,11881432,Q3358169,0.06,False,geonames,agree
06.461.03.03.,Bouguargouh,Settat,6546111,Q12200288,2.86,False,geonames,agree
06.461.03.07.,Lakhzazra,Settat,6546112,Q17007734,1.52,False,geonames,agree
06.461.03.09.,Mniaa,Settat,6546113,Q12195145,4.83,False,geonames,agree
06.461.03.11.,Mrizigue,Settat,6545765,Q17011630,1.65,False,geonames,agree
06.461.03.13.,M'Garto,Settat,6546114,Q12195151,0.0,False,geonames,agree
06.461.03.15.,N'Khila,Settat,6546710,Q12195237,1.86,False,geonames,agree
06.461.03.17.,Oued Naanaa,Settat,6545766,Q12250443,4.78,False,geonames,agree
06.461.03.19.,Oulad Chbana,Settat,6545767,Q7110392,3.36,False,geonames,agree
06.461.03.21.,Oulad Fares,Settat,11912551,Q12181248,4.7,False,geonames,agree
06.461.03.23.,Oulad M'Hamed,Settat,6545769,Q7110412,4.06,False,geonames,agree
06.461.03.25.,Ras El Ain Chaouia,Settat,6546711,Q12212743,2.93,False,geonames,agree
06.461.03.27.,Sgamna,Settat,6546712,Q12188727,1.21,False,geonames,agree
06.461.03.29.,Sidi Abdelkrim,Settat,6546713,Q12217681,2.59,False,geonames,agree
06.461.03.31.,Sidi Dahbi,Settat,6546714,Q12217598,2.69,False,geonames,agree
06.461.03.33.,Sidi Hajjaj,Settat,11912574,Q3483233,26.38,True,geonames,review
06.461.07.01.,Ain Blal,Settat,6546724,Q4697332,3.57,False,geonames,agree
06.461.07.03.,Bni Khloug,Settat,6546725,Q4931004,1.1,False,geonames,agree
06.461.07.05.,Dar Chaffai,Settat,6546726,Q12211242,0.63,False,geonames,agree
06.461.07.07.,Laqraqra,Settat,6546727,Q6488478,3.09,False,geonames,agree
06.461.07.09.,Meskoura,Settat,6546728,Q12242966,2.78,False,geonames,agree
06.461.07.11.,Oulad Amer,Settat,6546729,Q12181218,1.33,False,geonames,agree
06.461.07.13.,Oulad Bouali Nouaja,Settat,6546730,Q7110387,4.3,False,geonames,agree
06.461.07.15.,Oulad Fares El Halla,Settat,6546731,Q7110399,3.57,False,geonames,agree
06.461.07.17.,Oulad Freiha,Settat,6546732,Q7110400,1.97,False,geonames,agree
06.461.07.19.,Sidi Ahmed El Khadir,Settat,6546263,Q12217585,1.67,False,geonames,agree
06.461.07.21.,Sidi Boumehdi,Settat,6546264,Q12217637,0.77,False,geonames,agree
06.461.09.03.,Bni Yagrine,Settat,6546080,Q4931015,2.84,False,geonames,agree
06.461.09.05.,Gdana,Settat,6545600,Q12252290,2.08,False,geonames,agree
06.461.09.07.,Guisser,Settat,11912552,Q3120664,5.56,False,geonames,agree
06.461.09.09.,Khemisset Chaouia,Settat,6545601,Q12182859,2.57,False,geonames,agree
06.461.09.11.,Lahouaza,Settat,6546082,Q6473439,5.25,False,geonames,agree
06.461.09.13.,Machraa Ben Abbou,Settat,6545756,Q6723849,5.19,False,geonames,agree
06.461.09.15.,Mzoura,Settat,6545757,Q6949494,0.0,False,geonames,agree
06.461.09.19.,Oulad Said,Settat,11912544,Q252511,5.22,False,geonames,agree
06.461.09.21.,Oulad Sghir,Settat,6546085,Q7110427,1.07,False,geonames,agree
06.461.09.23.,Rima,Settat,6546738,Q7334353,2.06,False,geonames,agree
06.461.09.25.,Sidi El Aidi,Settat,6546739,Q12217604,4.37,False,geonames,agree
06.461.09.31.,Toualet,Settat,6545471,Q12203382,1.3,False,geonames,agree
06.467.01.09.,Zemamra (Mun.),Sidi Bennour,6546788,Q1740626,0.29,False,geonames,agree
06.467.07.01.,Bni Hilal,Sidi Bennour,6545697,Q12199659,31.22,True,geonames,review
06.467.07.03.,Bni Tsiriss,Sidi Bennour,6546280,Q12199442,14.43,False,geonames,agree
06.467.07.05.,Bouhmame,Sidi Bennour,11912538,Q12199838,2.9,False,geonames,agree
06.467.07.07.,Jabria,Sidi Bennour,6546402,Q12204085,4.22,False,geonames,agree
06.467.07.09.,Khmis Ksiba,Sidi Bennour,6546403,Q12210868,4.38,False,geonames,agree
06.467.07.11.,Koudiat Bni Dghough,Sidi Bennour,6546404,Q12234621,1.87,False,geonames,agree
06.467.07.13.,Kridid,Sidi Bennour,6546405,Q12234693,2.45,False,geonames,agree
06.467.07.15.,Laagagcha,Sidi Bennour,6546282,Q6466536,3.16,False,geonames,agree
06.467.07.17.,Laamria,Sidi Bennour,6546283,Q6466560,2.9,False,geonames,agree
06.467.07.19.,Laaounate,Sidi Bennour,6546406,Q3214270,7.38,False,geonames,agree
06.467.07.21.,Laatatra,Sidi Bennour,6546407,Q6466609,4.86,False,geonames,agree
06.467.07.23.,Lmechrek,Sidi Bennour,11912541,Q12193191,8.13,False,geonames,agree
06.467.07.25.,Metrane,Sidi Bennour,6546024,Q12243606,3.22,False,geonames,agree
06.467.07.27.,M'Tal,Sidi Bennour,6546025,Q12195135,3.41,False,geonames,agree
06.467.07.29.,Oulad Amrane,Sidi Bennour,11912572,Q3358154,9.49,False,geonames,agree
06.467.07.31.,Oulad Boussaken,Sidi Bennour,6546027,Q7110390,2.11,False,geonames,agree
06.467.07.33.,Oulad Si Bouhya,Sidi Bennour,6546028,Q7110428,4.16,False,geonames,agree
06.467.07.35.,Tamda,Sidi Bennour,6546029,Q12202018,1.15,False,geonames,agree
06.467.11.01.,Laghnadra,Sidi Bennour,6546801,Q6472108,4.14,False,geonames,agree
06.467.11.05.,Loualidia,Sidi Bennour,11912570,Q3135328,15.51,False,geonames,agree
06.467.11.07.,Oulad Sbaita,Sidi Bennour,6545488,Q7110424,6.15,False,geonames,agree
06.467.11.09.,Saniat Berguig,Sidi Bennour,6546515,Q12215261,1.99,False,geonames,agree
07.041.01.01.,Ait Ourir (Mun.),Al  Haouz,11881792,Q260908,9.2,False,geonames,agree
07.041.01.03.,Amizmiz (Mun.),Al  Haouz,11881790,Q2717813,7.13,False,geonames,agree
07.041.01.09.,Tahannaout (Mun.),Al  Haouz,6546183,Q2189469,3.29,False,geonames,agree
07.041.03.05.,Ait Faska,Al  Haouz,6546742,Q4699236,5.24,False,geonames,agree
07.041.03.09.,Ait Sidi Daoud,Al  Haouz,6546743,Q4699270,3.67,False,geonames,agree
07.041.03.13.,Iguerferouane,Al  Haouz,6546605,Q5994446,0.24,False,geonames,agree
07.041.03.15.,Sidi Abdallah Ghiat,Al  Haouz,6546744,Q3483152,1.15,False,geonames,agree
07.041.03.19.,Tamazouzte,Al  Haouz,6545425,Q7680986,58.34,True,geonames,review
07.041.03.23.,Tidili Mesfioua,Al  Haouz,6545770,Q3991198,1.47,False,geonames,agree
07.041.05.01.,Amghras,Al  Haouz,6546606,Q4745989,1.53,False,geonames,agree
07.041.05.05.,Anougal,Al  Haouz,6546068,Q4770423,2.77,False,geonames,agree
07.041.05.07.,Azgour,Al  Haouz,6546069,Q4832483,4.46,False,geonames,agree
07.041.05.09.,Dar Jamaa,Al  Haouz,6546608,Q5221898,1.11,False,geonames,agree
07.041.05.11.,Lalla Takarkoust,Al  Haouz,6546070,Q20726082,0.0,False,geonames,agree
07.041.05.13.,Ouazguita,Al  Haouz,6545804,Q7110229,3.07,False,geonames,agree
07.041.05.15.,Oulad Mtaa,Al  Haouz,6545802,Q7110417,4.06,False,geonames,agree
07.041.05.17.,Sidi Badhaj,Al  Haouz,6546071,Q7508660,78.16,True,geonames,review
07.041.05.19.,Tizguine,Al  Haouz,6546609,Q7810516,1.88,False,geonames,agree
07.041.07.01.,Aghbar,Al  Haouz,6546072,Q4692403,9.51,False,geonames,agree
07.041.07.03.,Asni,Al  Haouz,6545572,Q512217,5.56,False,geonames,agree
07.041.07.05.,Ighil,Al  Haouz,6546610,Q5991698,6.85,False,geonames,agree
07.041.07.07.,Ijoukak,Al  Haouz,6546611,Q3891617,7.52,False,geonames,agree
07.041.07.09.,Imgdal,Al  Haouz,6546612,Q17005863,1.84,False,geonames,agree
07.041.07.11.,Ouirgane,Al  Haouz,6545803,Q3358143,0.69,False,geonames,agree
07.041.07.13.,Talat N'Yaaqoub,Al  Haouz,6546613,Q7678950,8.68,False,geonames,agree
07.041.09.01.,Moulay Brahim,Al  Haouz,6546614,Q3325542,6.83,False,geonames,agree
07.041.09.03.,Oukaimden,Al  Haouz,6546390,Q7110362,3.8,False,geonames,agree
07.041.09.05.,Ourika,Al  Haouz,6545518,Q7111281,2.85,False,geonames,agree
07.041.09.07.,Sti Fadma,Al  Haouz,6545577,Q7616121,4.43,False,geonames,agree
07.041.09.11.,Tameslohte,Al  Haouz,6546615,Q3304306,5.99,False,geonames,agree
07.041.11.01.,Abadou,Al  Haouz,6545578,Q4663230,1.52,False,geonames,agree
07.041.11.03.,Ait Aadel,Al  Haouz,6546741,Q4699224,8.66,False,geonames,agree
07.041.11.07.,Ait Hkim-Ait Yzid,Al  Haouz,6546603,Q4699244,0.24,False,geonames,agree
07.041.11.17.,Tamaguert,Al  Haouz,6545424,Q7680555,4.54,False,geonames,agree
07.041.11.21.,Tazart,Al  Haouz,6545426,Q7690401,9.04,False,geonames,agree
07.041.11.27.,Touama,Al  Haouz,6545771,Q7828525,2.09,False,geonames,agree
07.041.11.29.,Zerkten,Al  Haouz,6545806,Q8069420,6.95,False,geonames,agree
07.161.01.01.,Chichaoua (Mun.),Chichaoua,6546616,Q2218997,1.86,False,geonames,agree
07.161.01.03.,Imintanoute (Mun.),Chichaoua,6546617,Q1169798,0.62,False,geonames,agree
07.161.03.01.,Ahdil,Chichaoua,6546618,Q2782569,7.25,False,geonames,agree
07.161.03.03.,Ait Hadi,Chichaoua,6546619,Q4699242,1.11,False,geonames,agree
07.161.03.05.,Lamzoudia,Chichaoua,6546620,Q6482766,12.08,False,geonames,agree
07.161.03.07.,Oulad Moumna,Chichaoua,6546621,Q7110419,17.3,False,geonames,agree
07.161.03.09.,Saidate,Chichaoua,6546622,Q7399963,11.78,False,geonames,agree
07.161.03.13.,Sidi Bouzid Arragragui,Chichaoua,6545762,Q7508698,0.4,False,geonames,agree
07.161.03.15.,Sidi M'Hamed Dalil,Chichaoua,6545763,Q7508767,3.15,False,geonames,agree
07.161.05.01.,Afalla Issen,Chichaoua,6546097,Q4688791,7.35,False,geonames,agree
07.161.05.03.,Ain Tazitounte,Chichaoua,6546098,Q4697365,4.15,False,geonames,agree
07.161.05.05.,Ait Haddou Youssef,Chichaoua,6546099,Q4699239,3.97,False,geonames,agree
07.161.05.07.,Irohalen,Chichaoua,6546100,Q6072209,5.27,False,geonames,agree
07.161.05.09.,Lalla Aaziza,Chichaoua,6546101,Q12237396,2.52,False,geonames,agree
07.161.05.11.,Nfifa,Chichaoua,6546624,Q7021714,3.17,False,geonames,agree
07.161.05.13.,Ouad L'bour,Chichaoua,6546625,Q7110281,8.32,False,geonames,agree
07.161.05.17.,Timezgadiouine,Chichaoua,6545849,Q7806641,4.91,False,geonames,agree
07.161.07.01.,Adassil,Chichaoua,6546627,Q4680871,2.66,False,geonames,agree
07.161.07.03.,Assif El Mal,Chichaoua,6546628,Q4808848,4.0,False,geonames,agree
07.161.07.05.,Douirane,Chichaoua,6546241,Q5302210,3.78,False,geonames,agree
07.161.07.07.,Gmassa,Chichaoua,6546629,Q5573724,3.17,False,geonames,agree
07.161.07.09.,Imindounit,Chichaoua,6546630,Q6004090,3.34,False,geonames,agree
07.161.07.11.,Majjat,Chichaoua,6545885,Q6737912,12.78,False,geonames,agree
07.161.07.15.,Zaouia Annahlia,Chichaoua,6546645,Q8066338,0.01,False,geonames,agree
07.161.09.01.,Bouabout,Chichaoua,6545462,Q302201,2.61,False,geonames,agree
07.161.09.03.,Bouabout Amdlane,Chichaoua,6545463,Q4949212,1.12,False,geonames,agree
07.161.09.05.,Ichamraren,Chichaoua,6545464,Q5986049,5.32,False,geonames,agree
07.161.09.07.,Kouzemt,Chichaoua,6545465,Q6434808,1.97,False,geonames,agree
07.161.09.09.,Rahhala,Chichaoua,6545466,Q7283388,2.41,False,geonames,agree
07.161.09.11.,Sidi Abdelmoumen,Chichaoua,6546646,Q7508627,32.62,True,geonames,review
07.161.09.13.,Taouloukoult,Chichaoua,6546647,Q7684336,0.36,False,geonames,agree
07.161.09.15.,Timlilt,Chichaoua,6546242,Q7806771,3.68,False,geonames,agree
07.191.01.03.,El Kelaâ des Sraghna (Mun.),El Kelâa des  Sraghna,11881877,Q3985724,0.51,False,geonames,agree
07.191.01.05.,Laattaouia (Mun.),El Kelâa des  Sraghna,6546746,Q3269930,2.4,False,geonames,agree
07.191.01.07.,Sidi Rahhal (Mun.),El Kelâa des  Sraghna,6546747,Q3483281,1.08,False,geonames,agree
07.191.01.09.,Tamallalt (Mun.),El Kelâa des  Sraghna,6546748,Q305302,0.01,False,geonames,agree
07.191.03.01.,Chtaiba,El Kelâa des  Sraghna,6546749,Q20402960,2.95,False,geonames,agree
07.191.03.03.,Eddachra,El Kelâa des  Sraghna,6546750,Q20419409,1.88,False,geonames,agree
07.191.03.05.,El Aamria,El Kelâa des  Sraghna,6546751,Q20385454,1.52,False,geonames,agree
07.191.03.07.,El Marbouh,El Kelâa des  Sraghna,6546752,Q20404751,1.45,False,geonames,agree
07.191.03.09.,Errafiaya,El Kelâa des  Sraghna,6546753,Q20401927,2.21,False,geonames,agree
07.191.03.11.,Hiadna,El Kelâa des  Sraghna,6546754,Q20416353,6.03,False,geonames,agree
07.191.03.13.,Lounasda,El Kelâa des  Sraghna,6546755,Q20395439,0.23,False,geonames,agree
07.191.03.15.,Mayate,El Kelâa des  Sraghna,6546756,Q20423199,2.43,False,geonames,agree
07.191.03.17.,Oulad Aamer,El Kelâa des  Sraghna,6546757,Q7110376,3.21,False,geonames,agree
07.191.03.19.,Oulad Bouali Loued,El Kelâa des  Sraghna,6546758,Q7110386,1.62,False,geonames,agree
07.191.03.23.,Oulad El Garne,El Kelâa des  Sraghna,6546268,Q7110396,1.77,False,geonames,agree
